AGE;FPLACE;POOL;PRICE;SQFT;UTOWN
14;0;0;264,655;24,33;1
35;0;1;254,205;22,41;1
4;1;0;231,887;20,98;1
3;0;1;230,332;20,05;1
7;0;0;254,989;26,61;1
28;0;0;242,386;20,94;1
10;0;0;246,6;21,79;1
18;1;0;290,92;27,11;1
3;0;0;217,746;22,57;1
13;0;0;258,242;26,39;1
19;1;0;285,525;27,05;1
1;0;0;295,336;27,41;1
13;0;1;248,924;23,47;1
2;1;0;250,205;20,84;1
7;1;0;303,88;29,16;1
3;1;0;279,201;21,73;1
2;1;0;255,892;21,27;1
8;1;1;280,204;24,61;1
13;0;0;273,996;24,23;1
20;1;0;222,599;20,74;1
14;0;0;237,292;22,83;1
1;1;0;285,5;27,28;1
16;0;1;302,848;26,6;1
0;0;0;295,995;28,77;1
4;1;0;309,565;29,12;1
3;0;0;230,576;20,79;1
10;1;0;268,781;26,19;1
7;0;0;310,987;28,98;1
1;0;0;281,088;29,55;1
3;1;1;280,991;25,8;1
2;0;1;252,642;21,12;1
3;1;1;245,108;21,25;1
14;0;0;269,783;25,18;1
10;1;0;272,072;26,27;1
6;1;0;226,653;23,59;1
7;0;0;254,926;23,49;1
12;0;1;340,708;27,85;1
19;0;1;291,571;26,46;1
0;0;0;260,97;22,93;1
12;0;0;305,098;26,73;1
2;1;1;272,985;23,46;1
2;1;0;287,422;28,55;1
1;0;0;281,904;26,87;1
10;1;0;235,313;22,27;1
12;1;0;267,043;23,23;1
7;1;0;294,617;26,66;1
29;0;0;218,981;20,41;1
19;1;0;288,411;25,29;1
9;1;0;270,633;23,5;1
6;0;0;251,025;20,67;1
12;1;0;304,724;28,03;1
0;1;0;306,878;28,05;1
4;0;0;221,809;20,68;1
13;0;1;261,549;20,92;1
9;0;0;262,606;24,53;1
22;0;0;268,59;23,11;1
2;1;0;266,486;23,3;1
5;1;1;281,931;24,65;1
11;0;0;283,451;26,03;1
48;1;0;259,898;22,1;1
10;1;0;247,883;20,35;1
2;0;1;310,41;29,27;1
23;0;0;239,653;20,17;1
3;0;0;253,671;22,83;1
10;1;0;325,998;29,7;1
19;1;0;240,229;20,7;1
2;0;0;287,428;28,98;1
10;1;0;266,97;25,99;1
0;0;1;245,859;21,29;1
1;1;1;286,211;26,77;1
3;1;0;242,528;21,24;1
28;0;0;319,01;28,62;1
3;1;0;207,114;20,16;1
7;0;0;203,176;20,76;1
2;1;1;293,677;26,8;1
3;1;0;316,032;28,74;1
0;1;0;311,06;28,3;1
1;0;0;244,157;20,48;1
16;0;1;261,355;28,04;1
2;1;1;248,36;23,04;1
0;1;0;326,18;29,14;1
3;1;0;271,955;24,78;1
0;0;1;293,624;24,77;1
3;0;0;262,69;20,64;1
1;1;0;244,637;21,96;1
1;1;0;237,859;20,17;1
3;0;0;258,932;25,73;1
15;1;0;284,58;29,04;1
14;1;0;272,333;23,5;1
10;1;0;315,908;27,66;1
4;1;1;325,935;28,35;1
7;0;0;287,123;26,39;1
3;0;0;259,953;24,15;1
9;0;0;277,035;24,82;1
4;1;0;323,482;29,72;1
42;0;0;325,319;29,72;1
5;0;0;323,827;28,84;1
1;0;1;246,206;22,58;1
0;0;0;337,441;29,13;1
3;1;0;304,359;28,62;1
2;0;0;238,551;22,97;1
10;1;1;309,243;28,92;1
31;1;0;224,904;20,51;1
21;1;0;232,099;20,74;1
0;1;0;250,714;22,98;1
3;1;0;298,633;27,08;1
26;1;0;290,145;28,55;1
3;1;0;283,935;24;1
1;1;0;245,003;21,14;1
6;0;0;273,303;26,05;1
0;1;0;341,259;29,95;1
0;0;0;285,171;27,54;1
3;1;0;322,902;29,26;1
0;0;0;340,719;28,81;1
0;0;1;309,034;28,55;1
29;0;0;273,307;24,18;1
3;0;0;274,308;27,44;1
20;0;0;276,319;26,32;1
28;0;1;287,339;23,67;1
0;1;1;255,325;21,3;1
6;1;0;301,037;29,87;1
4;1;0;264,122;24,84;1
1;0;0;253,392;20,53;1
4;0;0;257,195;22,84;1
11;1;0;338,295;30;1
6;0;0;263,526;23,99;1
9;0;0;300,728;28,74;1
2;1;0;220,987;20,93;1
